1621296000000, 43538.02000000, 45799.29000000, 42250.02000000, 42849.78000000
1621382400000, 42849.78000000, 43584.90000000, 30000.00000000, 36690.09000000
1621468800000, 36671.23000000, 42451.67000000, 34850.00000000, 40526.64000000
1621555200000, 40525.39000000, 42200.00000000, 33488.00000000, 37252.01000000
1621641600000, 37263.35000000, 38829.00000000, 35200.62000000, 37449.73000000
1621728000000, 37458.51000000, 38270.64000000, 31111.01000000, 34655.25000000
1621814400000, 34681.44000000, 39920.00000000, 34031.00000000, 38796.29000000
1621900800000, 38810.99000000, 39791.77000000, 36419.62000000, 38324.72000000
1621987200000, 38324.72000000, 40841.00000000, 37800.44000000, 39241.91000000
1622073600000, 39241.92000000, 40411.14000000, 37134.27000000, 38529.98000000
1622160000000, 38529.99000000, 38877.83000000, 34684.00000000, 35663.49000000
1622246400000, 35661.79000000, 37338.58000000, 33632.76000000, 34605.15000000
1622332800000, 34605.15000000, 36488.00000000, 33379.00000000, 35641.27000000
1622419200000, 35641.26000000, 37499.00000000, 34153.84000000, 37253.81000000
1622505600000, 37253.82000000, 37894.81000000, 35666.00000000, 36693.09000000
1622592000000, 36694.85000000, 38225.00000000, 35920.00000000, 37568.68000000
1622678400000, 37568.68000000, 39476.00000000, 37170.00000000, 39246.79000000
1622764800000, 39246.78000000, 39289.07000000, 35555.15000000, 36829.00000000
1622851200000, 36829.15000000, 37925.00000000, 34800.00000000, 35513.20000000
1622937600000, 35516.07000000, 36480.00000000, 35222.00000000, 35796.31000000
1623024000000, 35796.31000000, 36900.00000000, 33300.00000000, 33552.79000000
1623110400000, 33556.96000000, 34068.01000000, 31000.00000000, 33380.81000000
1623196800000, 33380.80000000, 37534.79000000, 32396.82000000, 37388.05000000
1623283200000, 37388.05000000, 38491.00000000, 35782.00000000, 36675.72000000
1623369600000, 36677.83000000, 37680.40000000, 35936.77000000, 37331.98000000
1623456000000, 37331.98000000, 37463.63000000, 34600.36000000, 35546.11000000
1623542400000, 35546.12000000, 39380.00000000, 34757.00000000, 39020.57000000
1623628800000, 39020.56000000, 41064.05000000, 38730.00000000, 40516.29000000
1623715200000, 40516.28000000, 41330.00000000, 39506.40000000, 40144.04000000
1623801600000, 40143.80000000, 40527.14000000, 38116.01000000, 38349.01000000
1623888000000, 38349.00000000, 39559.88000000, 37365.00000000, 38092.97000000
1623974400000, 38092.97000000, 38202.84000000, 35129.29000000, 35819.84000000
1624060800000, 35820.48000000, 36457.00000000, 34803.52000000, 35483.72000000
1624147200000, 35483.72000000, 36137.72000000, 33336.00000000, 35600.16000000
1624233600000, 35600.17000000, 35750.00000000, 31251.23000000, 31608.93000000
1624320000000, 31614.12000000, 33298.78000000, 28805.00000000, 32509.56000000
1624406400000, 32509.56000000, 34881.00000000, 31683.00000000, 33678.07000000
1624492800000, 33675.07000000, 35298.00000000, 32286.57000000, 34663.09000000
1624579200000, 34663.08000000, 35500.00000000, 31275.00000000, 31584.45000000
1624665600000, 31576.09000000, 32730.00000000, 30151.00000000, 32283.65000000
1624752000000, 32283.65000000, 34749.00000000, 31973.45000000, 34700.34000000
1624838400000, 34702.49000000, 35297.71000000, 33862.72000000, 34494.89000000
1624924800000, 34494.89000000, 36600.00000000, 34225.43000000, 35911.73000000
1625011200000, 35911.72000000, 36100.00000000, 34017.55000000, 35045.00000000
1625097600000, 35045.00000000, 35057.57000000, 32711.00000000, 33504.69000000
1625184000000, 33502.33000000, 33977.04000000, 32699.00000000, 33786.55000000
1625270400000, 33786.54000000, 34945.61000000, 33316.73000000, 34669.13000000
1625356800000, 34669.12000000, 35967.85000000, 34357.15000000, 35286.51000000
1625443200000, 35288.13000000, 35293.78000000, 33125.55000000, 33690.14000000
1625529600000, 33690.15000000, 35118.88000000, 33532.00000000, 34220.01000000
1625616000000, 34220.02000000, 35059.09000000, 33777.77000000, 33862.12000000
1625702400000, 33862.11000000, 33929.64000000, 32077.00000000, 32875.71000000
1625788800000, 32875.71000000, 34100.00000000, 32261.07000000, 33815.81000000
1625875200000, 33815.81000000, 34262.00000000, 33004.78000000, 33502.87000000
1625961600000, 33502.87000000, 34666.00000000, 33306.47000000, 34258.99000000
1626048000000, 34259.00000000, 34678.43000000, 32658.34000000, 33086.63000000
1626134400000, 33086.94000000, 33340.00000000, 32202.25000000, 32729.77000000
1626220800000, 32729.12000000, 33114.03000000, 31550.00000000, 32820.02000000
1626307200000, 32820.03000000, 33185.25000000, 31133.00000000, 31880.00000000
1626393600000, 31874.49000000, 32249.18000000, 31020.00000000, 31383.87000000
1626480000000, 31383.86000000, 31955.92000000, 31164.31000000, 31520.07000000
1626566400000, 31520.07000000, 32435.00000000, 31108.97000000, 31778.56000000
1626652800000, 31778.57000000, 31899.00000000, 30407.44000000, 30839.65000000
1626739200000, 30839.65000000, 31063.07000000, 29278.00000000, 29790.35000000
1626825600000, 29790.34000000, 32858.00000000, 29482.61000000, 32144.51000000
1626912000000, 32144.51000000, 32591.35000000, 31708.00000000, 32287.83000000
1626998400000, 32287.58000000, 33650.00000000, 31924.32000000, 33634.09000000
1627084800000, 33634.10000000, 34500.00000000, 33401.14000000, 34258.14000000
1627171200000, 34261.51000000, 35398.00000000, 33851.12000000, 35381.02000000
1627257600000, 35381.02000000, 40550.00000000, 35205.78000000, 37237.60000000
1627344000000, 37241.33000000, 39542.61000000, 36383.00000000, 39457.87000000
1627430400000, 39456.61000000, 40900.00000000, 38772.00000000, 40019.56000000
1627516800000, 40019.57000000, 40640.00000000, 39200.00000000, 40016.48000000
1627603200000, 40018.49000000, 42316.71000000, 38313.23000000, 42206.37000000
1627689600000, 42206.36000000, 42448.00000000, 41000.15000000, 41461.83000000
1627776000000, 41461.84000000, 42599.00000000, 39422.01000000, 39845.44000000
1627862400000, 39850.27000000, 40480.01000000, 38690.00000000, 39147.82000000
1627948800000, 39146.86000000, 39780.00000000, 37642.03000000, 38207.05000000
1628035200000, 38207.04000000, 39969.66000000, 37508.56000000, 39723.18000000
1628121600000, 39723.17000000, 41350.00000000, 37332.70000000, 40862.46000000
1628208000000, 40862.46000000, 43392.43000000, 39853.86000000, 42836.87000000
1628294400000, 42836.87000000, 44700.00000000, 42446.41000000, 44572.54000000
1628380800000, 44572.54000000, 45310.00000000, 43261.00000000, 43794.37000000
1628467200000, 43794.36000000, 46454.15000000, 42779.00000000, 46253.40000000
1628553600000, 46248.87000000, 46700.00000000, 44589.46000000, 45584.99000000
1628640000000, 45585.00000000, 46743.47000000, 45341.14000000, 45511.00000000
1628726400000, 45510.67000000, 46218.12000000, 43770.00000000, 44399.00000000
1628812800000, 44400.06000000, 47886.00000000, 44217.39000000, 47800.00000000
1628899200000, 47799.99000000, 48144.00000000, 45971.03000000, 47068.51000000
1628985600000, 47068.50000000, 47372.27000000, 45500.00000000, 46973.82000000
1629072000000, 46973.82000000, 48053.83000000, 45660.00000000, 45901.29000000
1629158400000, 45901.30000000, 47160.00000000, 44376.00000000, 44695.95000000
1629244800000, 44695.95000000, 46000.00000000, 44203.28000000, 44705.29000000
1629331200000, 44699.37000000, 47033.00000000, 43927.70000000, 46760.62000000
1629417600000, 46760.62000000, 49382.99000000, 46622.99000000, 49322.47000000
1629504000000, 49322.47000000, 49757.04000000, 48222.00000000, 48821.87000000
1629590400000, 48821.88000000, 49500.00000000, 48050.00000000, 49239.22000000
1629676800000, 49239.22000000, 50500.00000000, 49029.00000000, 49488.85000000
1629763200000, 49488.85000000, 49860.00000000, 47600.00000000, 47674.01000000
1629849600000, 47674.01000000, 49264.30000000, 47126.28000000, 48973.32000000
1629936000000, 48973.32000000, 49352.84000000, 46250.00000000, 46843.87000000
1630022400000, 46843.86000000, 49149.93000000, 46348.00000000, 49069.90000000
1630108800000, 49069.90000000, 49299.00000000, 48346.88000000, 48895.35000000
1630195200000, 48895.35000000, 49632.27000000, 47762.54000000, 48767.83000000
1630281600000, 48767.84000000, 48888.61000000, 46853.00000000, 46982.91000000
1630368000000, 46982.91000000, 48246.11000000, 46700.00000000, 47100.89000000
1630454400000, 47100.89000000, 49156.00000000, 46512.00000000, 48810.52000000
1630540800000, 48810.51000000, 50450.13000000, 48584.06000000, 49246.64000000
1630627200000, 49246.63000000, 51000.00000000, 48316.84000000, 49999.14000000
1630713600000, 49998.00000000, 50535.69000000, 49370.00000000, 49915.64000000
1630800000000, 49917.54000000, 51900.00000000, 49450.00000000, 51756.88000000
1630886400000, 51756.88000000, 52780.00000000, 50969.33000000, 52663.90000000
1630972800000, 52666.20000000, 52920.00000000, 42843.05000000, 46863.73000000
1631059200000, 46868.57000000, 47340.99000000, 44412.02000000, 46048.31000000
1631145600000, 46048.31000000, 47399.97000000, 45513.08000000, 46395.14000000
1631232000000, 46395.14000000, 47033.00000000, 44132.29000000, 44850.91000000
1631318400000, 44842.20000000, 45987.93000000, 44722.22000000, 45173.69000000
1631404800000, 45173.68000000, 46460.00000000, 44742.06000000, 46025.24000000
1631491200000, 46025.23000000, 46880.00000000, 43370.00000000, 44940.73000000
1631577600000, 44940.72000000, 47250.00000000, 44594.44000000, 47111.52000000
1631664000000, 47103.28000000, 48500.00000000, 46682.32000000, 48121.41000000
1631750400000, 48121.40000000, 48557.00000000, 47021.10000000, 47737.82000000
1631836800000, 47737.81000000, 48150.00000000, 46699.56000000, 47299.98000000
1631923200000, 47299.98000000, 48843.20000000, 47035.56000000, 48292.74000000
1632009600000, 48292.75000000, 48372.83000000, 46829.18000000, 47241.75000000
1632096000000, 47241.75000000, 47347.25000000, 42500.00000000, 43015.62000000
1632182400000, 43016.64000000, 43639.00000000, 39600.00000000, 40734.38000000
1632268800000, 40734.09000000, 44000.55000000, 40565.39000000, 43543.61000000
1632355200000, 43546.37000000, 44978.00000000, 43069.09000000, 44865.26000000
1632441600000, 44865.26000000, 45200.00000000, 40675.00000000, 42810.57000000
1632528000000, 42810.58000000, 42966.84000000, 41646.28000000, 42670.64000000
1632614400000, 42670.63000000, 43950.00000000, 40750.00000000, 43160.90000000
1632700800000, 43160.90000000, 44350.00000000, 42098.00000000, 42147.35000000
1632787200000, 42147.35000000, 42787.38000000, 40888.00000000, 41026.54000000
1632873600000, 41025.01000000, 42590.00000000, 40753.88000000, 41524.28000000
1632960000000, 41524.29000000, 44141.37000000, 41410.17000000, 43824.10000000
1633046400000, 43820.01000000, 48495.00000000, 43283.03000000, 48141.61000000
1633132800000, 48141.60000000, 48336.59000000, 47430.18000000, 47634.90000000
1633219200000, 47634.89000000, 49228.08000000, 47088.00000000, 48200.01000000
1633305600000, 48200.01000000, 49536.12000000, 46891.00000000, 49224.94000000
1633392000000, 49224.93000000, 51886.30000000, 49022.40000000, 51471.99000000
1633478400000, 51471.99000000, 55750.00000000, 50382.41000000, 55315.00000000
1633564800000, 55315.00000000, 55332.31000000, 53357.00000000, 53785.22000000
1633651200000, 53785.22000000, 56100.00000000, 53617.61000000, 53951.43000000
1633737600000, 53955.67000000, 55489.00000000, 53661.67000000, 54949.72000000
1633824000000, 54949.72000000, 56561.31000000, 54080.00000000, 54659.00000000
1633910400000, 54659.01000000, 57839.04000000, 54415.06000000, 57471.35000000
1633996800000, 57471.35000000, 57680.00000000, 53879.00000000, 55996.93000000
1634083200000, 55996.91000000, 57777.00000000, 54167.19000000, 57367.00000000
1634169600000, 57370.83000000, 58532.54000000, 56818.05000000, 57347.94000000
1634256000000, 57347.94000000, 62933.00000000, 56850.00000000, 61672.42000000
1634342400000, 61672.42000000, 62378.42000000, 60150.00000000, 60875.57000000
1634428800000, 60875.57000000, 61718.39000000, 58963.00000000, 61528.33000000
1634515200000, 61528.32000000, 62695.78000000, 59844.45000000, 62009.84000000
1634601600000, 62005.60000000, 64486.00000000, 61322.22000000, 64280.59000000
1634688000000, 64280.59000000, 67000.00000000, 63481.40000000, 66001.41000000
1634774400000, 66001.40000000, 66639.74000000, 62000.00000000, 62193.15000000
1634860800000, 62193.15000000, 63732.39000000, 60000.00000000, 60688.22000000
1634947200000, 60688.23000000, 61747.64000000, 59562.15000000, 61286.75000000
1635033600000, 61286.75000000, 61500.00000000, 59510.63000000, 60852.22000000
1635120000000, 60852.22000000, 63710.63000000, 60650.00000000, 63078.78000000
1635206400000, 63078.78000000, 63293.48000000, 59817.55000000, 60328.81000000
1635292800000, 60328.81000000, 61496.00000000, 58000.00000000, 58413.44000000
1635379200000, 58413.44000000, 62499.00000000, 57820.00000000, 60575.89000000
1635465600000, 60575.90000000, 62980.00000000, 60174.81000000, 62253.71000000
1635552000000, 62253.70000000, 62359.25000000, 60673.00000000, 61859.19000000
1635638400000, 61859.19000000, 62405.30000000, 59945.36000000, 61299.80000000
1635724800000, 61299.81000000, 62437.74000000, 59405.00000000, 60911.11000000
1635811200000, 60911.12000000, 64270.00000000, 60624.68000000, 63219.99000000
1635897600000, 63220.57000000, 63500.00000000, 60382.76000000, 62896.48000000
1635984000000, 62896.49000000, 63086.31000000, 60677.01000000, 61395.01000000
1636070400000, 61395.01000000, 62595.72000000, 60721.00000000, 60937.12000000
1636156800000, 60940.18000000, 61560.49000000, 60050.00000000, 61470.61000000
1636243200000, 61470.62000000, 63286.35000000, 61322.78000000, 63273.59000000
1636329600000, 63273.58000000, 67789.00000000, 63273.58000000, 67525.83000000
1636416000000, 67525.82000000, 68524.25000000, 66222.40000000, 66947.66000000
1636502400000, 66947.67000000, 69000.00000000, 62822.90000000, 64882.43000000
1636588800000, 64882.42000000, 65600.07000000, 64100.00000000, 64774.26000000
1636675200000, 64774.25000000, 65450.70000000, 62278.00000000, 64122.23000000
1636761600000, 64122.22000000, 65000.00000000, 63360.22000000, 64380.00000000
1636848000000, 64380.01000000, 65550.51000000, 63576.27000000, 65519.10000000
1636934400000, 65519.11000000, 66401.82000000, 63400.00000000, 63606.74000000
1637020800000, 63606.73000000, 63617.31000000, 58574.07000000, 60058.87000000
1637107200000, 60058.87000000, 60840.23000000, 58373.00000000, 60344.87000000
1637193600000, 60344.86000000, 60976.00000000, 56474.26000000, 56891.62000000
1637280000000, 56891.62000000, 58320.00000000, 55600.00000000, 58052.24000000
1637366400000, 58057.10000000, 59845.00000000, 57353.00000000, 59707.51000000
1637452800000, 59707.52000000, 60029.76000000, 58486.65000000, 58622.02000000
1637539200000, 58617.70000000, 59444.00000000, 55610.00000000, 56247.18000000
1637625600000, 56243.83000000, 58009.99000000, 55317.00000000, 57541.27000000
1637712000000, 57541.26000000, 57735.00000000, 55837.00000000, 57138.29000000
1637798400000, 57138.29000000, 59398.90000000, 57000.00000000, 58960.36000000
1637884800000, 58960.37000000, 59150.00000000, 53500.00000000, 53726.53000000
1637971200000, 53723.72000000, 55280.00000000, 53610.00000000, 54721.03000000
1638057600000, 54716.47000000, 57445.05000000, 53256.64000000, 57274.88000000
1638144000000, 57274.89000000, 58865.97000000, 56666.67000000, 57776.25000000
1638230400000, 57776.25000000, 59176.99000000, 55875.55000000, 56950.56000000
1638316800000, 56950.56000000, 59053.55000000, 56458.01000000, 57184.07000000
1638403200000, 57184.07000000, 57375.47000000, 55777.77000000, 56480.34000000
1638489600000, 56484.26000000, 57600.00000000, 51680.00000000, 53601.05000000
1638576000000, 53601.05000000, 53859.10000000, 42000.30000000, 49152.47000000
1638662400000, 49152.46000000, 49699.05000000, 47727.21000000, 49396.33000000
1638748800000, 49396.32000000, 50891.11000000, 47100.00000000, 50441.92000000
1638835200000, 50441.91000000, 51936.33000000, 50039.74000000, 50588.95000000
1638921600000, 50588.95000000, 51200.00000000, 48600.00000000, 50471.19000000
1639008000000, 50471.19000000, 50797.76000000, 47320.00000000, 47545.59000000
1639094400000, 47535.90000000, 50125.00000000, 46852.00000000, 47140.54000000
1639180800000, 47140.54000000, 49485.71000000, 46751.00000000, 49389.99000000
1639267200000, 49389.99000000, 50777.00000000, 48638.00000000, 50053.90000000
1639353600000, 50053.90000000, 50189.97000000, 45672.75000000, 46702.75000000
1639440000000, 46702.76000000, 48700.41000000, 46290.00000000, 48343.28000000
1639526400000, 48336.95000000, 49500.00000000, 46547.00000000, 48864.98000000
1639612800000, 48864.98000000, 49436.43000000, 47511.00000000, 47632.38000000
1639699200000, 47632.38000000, 47995.96000000, 45456.00000000, 46131.20000000
1639785600000, 46133.83000000, 47392.37000000, 45500.00000000, 46834.48000000
1639872000000, 46834.47000000, 48300.01000000, 46406.91000000, 46681.23000000
1639958400000, 46681.24000000, 47537.57000000, 45558.85000000, 46914.16000000
1640044800000, 46914.17000000, 49328.96000000, 46630.00000000, 48889.88000000
1640131200000, 48887.59000000, 49576.13000000, 48421.87000000, 48588.16000000
1640217600000, 48588.17000000, 51375.00000000, 47920.42000000, 50838.81000000
1640304000000, 50838.82000000, 51810.00000000, 50384.43000000, 50820.00000000
1640390400000, 50819.99000000, 51156.23000000, 50142.32000000, 50399.66000000
1640476800000, 50399.67000000, 51280.00000000, 49412.00000000, 50775.49000000
1640563200000, 50775.48000000, 52088.00000000, 50449.00000000, 50701.44000000
1640649600000, 50701.44000000, 50704.05000000, 47313.01000000, 47543.74000000
1640736000000, 47543.74000000, 48139.08000000, 46096.99000000, 46464.66000000
1640822400000, 46464.66000000, 47900.00000000, 45900.00000000, 47120.87000000
1640908800000, 47120.88000000, 48548.26000000, 45678.00000000, 46216.93000000
1640995200000, 46216.93000000, 47954.63000000, 46208.37000000, 47722.65000000
1641081600000, 47722.66000000, 47990.00000000, 46654.00000000, 47286.18000000
1641168000000, 47286.18000000, 47570.00000000, 45696.00000000, 46446.10000000
1641254400000, 46446.10000000, 47557.54000000, 45500.00000000, 45832.01000000
1641340800000, 45832.01000000, 47070.00000000, 42500.00000000, 43451.13000000
1641427200000, 43451.14000000, 43816.00000000, 42430.58000000, 43082.31000000
1641513600000, 43082.30000000, 43145.83000000, 40610.00000000, 41566.48000000
1641600000000, 41566.48000000, 42300.00000000, 40501.00000000, 41679.74000000
1641686400000, 41679.74000000, 42786.70000000, 41200.02000000, 41864.62000000
1641772800000, 41864.62000000, 42248.50000000, 39650.00000000, 41822.49000000
1641859200000, 41822.49000000, 43100.00000000, 41268.93000000, 42729.29000000
1641945600000, 42729.29000000, 44322.00000000, 42450.00000000, 43902.66000000
1642032000000, 43902.65000000, 44500.00000000, 42311.22000000, 42560.11000000
1642118400000, 42558.35000000, 43448.78000000, 41725.95000000, 43059.96000000
1642204800000, 43059.96000000, 43800.00000000, 42555.00000000, 43084.29000000
1642291200000, 43084.29000000, 43475.00000000, 42581.79000000, 43071.66000000
1642377600000, 43071.66000000, 43176.18000000, 41540.42000000, 42201.62000000
1642464000000, 42201.63000000, 42691.00000000, 41250.00000000, 42352.12000000
1642550400000, 42352.12000000, 42559.13000000, 41138.56000000, 41660.01000000
1642636800000, 41660.00000000, 43505.00000000, 40553.31000000, 40680.91000000
1642723200000, 40680.92000000, 41100.00000000, 35440.45000000, 36445.31000000
1642809600000, 36445.31000000, 36835.22000000, 34008.00000000, 35071.42000000
1642896000000, 35071.42000000, 36499.00000000, 34601.01000000, 36244.55000000
1642982400000, 36244.55000000, 37550.00000000, 32917.17000000, 36660.35000000
1643068800000, 36660.35000000, 37545.14000000, 35701.00000000, 36958.32000000
1643155200000, 36958.32000000, 38919.98000000, 36234.63000000, 36809.34000000
1643241600000, 36807.24000000, 37234.47000000, 35507.01000000, 37160.10000000
1643328000000, 37160.11000000, 38000.00000000, 36155.01000000, 37716.56000000
1643414400000, 37716.57000000, 38720.74000000, 37268.44000000, 38166.84000000
1643500800000, 38166.83000000, 38359.26000000, 37351.63000000, 37881.76000000
1643587200000, 37881.75000000, 38744.00000000, 36632.61000000, 38466.90000000
1643673600000, 38466.90000000, 39265.20000000, 38000.00000000, 38694.59000000
1643760000000, 38694.59000000, 38855.92000000, 36586.95000000, 36896.36000000
1643846400000, 36896.37000000, 37387.00000000, 36250.00000000, 37311.61000000
1643932800000, 37311.98000000, 41772.33000000, 37026.73000000, 41574.25000000
1644019200000, 41571.70000000, 41913.69000000, 40843.01000000, 41382.59000000
1644105600000, 41382.60000000, 42656.00000000, 41116.56000000, 42380.87000000
1644192000000, 42380.87000000, 44500.50000000, 41645.85000000, 43839.99000000
1644278400000, 43839.99000000, 45492.00000000, 42666.00000000, 44042.99000000
1644364800000, 44043.00000000, 44799.00000000, 43117.92000000, 44372.72000000
1644451200000, 44372.71000000, 45821.00000000, 43174.01000000, 43495.44000000
1644537600000, 43495.44000000, 43920.00000000, 41938.51000000, 42373.73000000
1644624000000, 42373.73000000, 43079.49000000, 41688.88000000, 42217.87000000
1644710400000, 42217.87000000, 42760.00000000, 41870.00000000, 42053.66000000
1644796800000, 42053.65000000, 42842.40000000, 41550.56000000, 42535.94000000
1644883200000, 42535.94000000, 44751.40000000, 42427.03000000, 44544.86000000
1644969600000, 44544.85000000, 44549.97000000, 43307.00000000, 43873.56000000
1645056000000, 43873.56000000, 44164.71000000, 40073.21000000, 40515.70000000
1645142400000, 40515.71000000, 40959.88000000, 39450.00000000, 39974.44000000
1645228800000, 39974.45000000, 40444.32000000, 39639.03000000, 40079.17000000
1645315200000, 40079.17000000, 40125.44000000, 38000.00000000, 38386.89000000
1645401600000, 38386.89000000, 39494.35000000, 36800.00000000, 37008.16000000
1645488000000, 37008.16000000, 38429.00000000, 36350.00000000, 38230.33000000
1645574400000, 38230.33000000, 39249.93000000, 37036.79000000, 37250.01000000
1645660800000, 37250.02000000, 39843.00000000, 34322.28000000, 38327.21000000
1645747200000, 38328.68000000, 39683.53000000, 38014.37000000, 39219.17000000
1645833600000, 39219.16000000, 40348.45000000, 38573.18000000, 39116.72000000
1645920000000, 39116.73000000, 39855.70000000, 37000.00000000, 37699.07000000
1646006400000, 37699.08000000, 44225.84000000, 37450.17000000, 43160.00000000
1646092800000, 43160.00000000, 44949.00000000, 42809.98000000, 44421.20000000
1646179200000, 44421.20000000, 45400.00000000, 43334.09000000, 43892.98000000
1646265600000, 43892.99000000, 44101.12000000, 41832.28000000, 42454.00000000
1646352000000, 42454.00000000, 42527.30000000, 38550.00000000, 39148.66000000
1646438400000, 39148.65000000, 39613.24000000, 38407.59000000, 39397.96000000
1646524800000, 39397.97000000, 39693.87000000, 38088.57000000, 38420.81000000
1646611200000, 38420.80000000, 39547.57000000, 37155.00000000, 37988.00000000
1646697600000, 37988.01000000, 39362.08000000, 37867.65000000, 38730.63000000
1646784000000, 38730.63000000, 42594.06000000, 38656.45000000, 41941.71000000
1646870400000, 41941.70000000, 42039.63000000, 38539.73000000, 39422.00000000
1646956800000, 39422.01000000, 40236.26000000, 38223.60000000, 38729.57000000
1647043200000, 38729.57000000, 39486.71000000, 38660.52000000, 38807.36000000
1647129600000, 38807.35000000, 39310.00000000, 37578.51000000, 37777.34000000
1647216000000, 37777.35000000, 39947.12000000, 37555.00000000, 39671.37000000
1647302400000, 39671.37000000, 39887.61000000, 38098.33000000, 39280.33000000
1647388800000, 39280.33000000, 41718.00000000, 38828.48000000, 41114.00000000
1647475200000, 41114.01000000, 41478.82000000, 40500.00000000, 40917.90000000
1647561600000, 40917.89000000, 42325.02000000, 40135.04000000, 41757.51000000
1647648000000, 41757.51000000, 42400.00000000, 41499.29000000, 42201.13000000
1647734400000, 42201.13000000, 42296.26000000, 40911.00000000, 41262.11000000
1647820800000, 41262.11000000, 41544.22000000, 40467.94000000, 41002.25000000
1647907200000, 41002.26000000, 43361.00000000, 40875.51000000, 42364.13000000
1647993600000, 42364.13000000, 43025.96000000, 41751.47000000, 42882.76000000
1648080000000, 42882.76000000, 44220.89000000, 42560.46000000, 43991.46000000
1648166400000, 43991.46000000, 45094.14000000, 43579.00000000, 44313.16000000
1648252800000, 44313.16000000, 44792.99000000, 44071.97000000, 44511.27000000
1648339200000, 44511.27000000, 46999.00000000, 44421.46000000, 46827.76000000
1648425600000, 46827.76000000, 48189.84000000, 46663.56000000, 47122.21000000
1648512000000, 47122.21000000, 48096.47000000, 46950.85000000, 47434.80000000
1648598400000, 47434.79000000, 47700.22000000, 46445.42000000, 47067.99000000
1648684800000, 47067.99000000, 47600.00000000, 45200.00000000, 45510.34000000
1648771200000, 45510.35000000, 46720.09000000, 44200.00000000, 46283.49000000
1648857600000, 46283.49000000, 47213.00000000, 45620.00000000, 45811.00000000
1648944000000, 45810.99000000, 47444.11000000, 45530.92000000, 46407.35000000
1649030400000, 46407.36000000, 46890.71000000, 45118.00000000, 46580.51000000
1649116800000, 46580.50000000, 47200.00000000, 45353.81000000, 45497.55000000
1649203200000, 45497.54000000, 45507.14000000, 43121.00000000, 43170.47000000
1649289600000, 43170.47000000, 43900.99000000, 42727.35000000, 43444.19000000
1649376000000, 43444.20000000, 43970.62000000, 42107.14000000, 42252.01000000
1649462400000, 42252.02000000, 42800.00000000, 42125.48000000, 42753.97000000
1649548800000, 42753.96000000, 43410.30000000, 41868.00000000, 42158.85000000
1649635200000, 42158.85000000, 42414.71000000, 39200.00000000, 39530.45000000
1649721600000, 39530.45000000, 40699.00000000, 39254.63000000, 40074.94000000
1649808000000, 40074.95000000, 41561.31000000, 39588.54000000, 41147.79000000
1649894400000, 41147.78000000, 41500.00000000, 39551.94000000, 39942.38000000
1649980800000, 39942.37000000, 40870.36000000, 39766.40000000, 40551.90000000
1650067200000, 40551.90000000, 40709.35000000, 39991.55000000, 40378.71000000
1650153600000, 40378.70000000, 40595.67000000, 39546.17000000, 39678.12000000
1650240000000, 39678.11000000, 41116.73000000, 38536.51000000, 40801.13000000
1650326400000, 40801.13000000, 41760.00000000, 40571.00000000, 41493.18000000
1650412800000, 41493.19000000, 42199.00000000, 40820.00000000, 41358.19000000
1650499200000, 41358.19000000, 42976.00000000, 39751.00000000, 40480.01000000
1650585600000, 40480.01000000, 40795.06000000, 39177.00000000, 39709.18000000
1650672000000, 39709.19000000, 39980.00000000, 39285.00000000, 39441.60000000
1650758400000, 39441.61000000, 39940.00000000, 38929.62000000, 39450.13000000
1650844800000, 39450.12000000, 40616.00000000, 38200.00000000, 40426.08000000
1650931200000, 40426.08000000, 40797.31000000, 37702.26000000, 38112.65000000
1651017600000, 38112.64000000, 39474.72000000, 37881.31000000, 39235.72000000
1651104000000, 39235.72000000, 40372.63000000, 38881.43000000, 39742.07000000
1651190400000, 39742.06000000, 39925.25000000, 38175.00000000, 38596.11000000
1651276800000, 38596.11000000, 38795.38000000, 37578.20000000, 37630.80000000
1651363200000, 37630.80000000, 38675.00000000, 37386.38000000, 38468.35000000
1651449600000, 38468.35000000, 39167.34000000, 38052.00000000, 38525.16000000
1651536000000, 38525.16000000, 38651.51000000, 37517.80000000, 37728.95000000
1651622400000, 37728.95000000, 40023.77000000, 37670.00000000, 39690.00000000
1651708800000, 39690.00000000, 39845.51000000, 35571.90000000, 36552.97000000
1651795200000, 36552.97000000, 36675.63000000, 35258.00000000, 36013.77000000
1651881600000, 36013.77000000, 36146.30000000, 34785.00000000, 35472.39000000
1651968000000, 35472.40000000, 35514.22000000, 33713.95000000, 34038.40000000
1652054400000, 34038.39000000, 34243.15000000, 30033.33000000, 30076.31000000
1652140800000, 30074.23000000, 32658.99000000, 29730.40000000, 31017.10000000
1652227200000, 31017.11000000, 32162.59000000, 27785.00000000, 29103.94000000
1652313600000, 29103.94000000, 30243.00000000, 26700.00000000, 29029.75000000
1652400000000, 29029.74000000, 31083.37000000, 28751.67000000, 29287.05000000
1652486400000, 29287.05000000, 30343.27000000, 28630.00000000, 30086.74000000
1652572800000, 30086.74000000, 31460.00000000, 29480.00000000, 31328.89000000
1652659200000, 31328.89000000, 31328.90000000, 29087.04000000, 29874.01000000
1652745600000, 29874.01000000, 30788.37000000, 29450.38000000, 30444.93000000
1652832000000, 30444.93000000, 30709.99000000, 28654.47000000, 28715.32000000
1652918400000, 28715.33000000, 30545.18000000, 28691.38000000, 30319.23000000
1653004800000, 30319.22000000, 30777.33000000, 28730.00000000, 29201.01000000
